City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
624,Bria,CF,6.5423,21.9863,77.09,44,99,2.93,overcast clouds
625,Svetlaya,RU,46.5389,138.3297,32.31,75,100,7.11,light snow
626,Ha Giang,VN,22.8333,104.9833,71.56,98,51,1.07,broken clouds
627,Pizarro,CO,4.9533,-77.366,80.65,77,82,5.7,light rain
628,Khudumelapye,BW,-23.8833,24.75,73.99,55,49,9.82,scattered clouds
629,Sanming,CN,26.2486,117.6186,61.39,96,100,3.47,overcast clouds
630,Jalu,LY,29.0331,21.5482,65.1,52,5,6.55,clear sky
631,Laguna,US,38.421,-121.4238,61.09,91,1,1.01,clear sky
632,San Cristobal,VE,7.7669,-72.225,75.38,53,89,5.01,overcast clouds
633,Yuksekova,TR,37.5736,44.2872,34.43,84,16,2.42,few clouds
634,Pecanha,BR,-18.5486,-42.5569,63.82,99,100,3.91,overcast clouds
635,Jumla,NP,29.2747,82.1838,41.95,48,0,4.12,clear sky
636,Kologriv,RU,58.8275,44.3178,26.67,93,100,8.1,overcast clouds
637,Butembo,CD,0.15,29.2833,59.04,97,86,3.15,moderate rain
638,Tsumeb,NA,-19.2333,17.7167,88.3,13,74,14.97,broken clouds
639,Coruripe,BR,-10.1256,-36.1756,85.87,55,40,13.76,scattered clouds
640,Omboue,GA,-1.5746,9.2618,78.6,80,99,4.47,overcast clouds
641,Kalispell,US,48.1958,-114.3129,38.16,78,90,6.91,overcast clouds
642,Nioro,GM,13.35,-15.75,100.89,11,6,4.81,clear sky
643,Malanje,AO,-9.5402,16.341,67.14,91,69,5.01,light rain
644,Yauco,PR,18.035,-66.8499,88.2,65,39,5.99,scattered clouds
645,South Venice,US,27.0531,-82.4243,80.98,78,90,14.97,overcast clouds
646,Fram,PY,-26.9833,-55.8833,88.39,34,6,2.89,clear sky
647,Arona,ES,28.0996,-16.681,67.82,67,20,17.27,few clouds
648,Sorong,ID,-0.8833,131.25,81.82,77,97,8.25,overcast clouds
649,Olinda,BR,-8.0089,-34.8553,85.73,62,20,10.36,few clouds
650,Melville,US,40.7934,-73.4151,55.08,54,90,1.01,overcast clouds
651,Alpena,US,45.0617,-83.4327,39.52,85,90,5.01,overcast clouds
652,Hercegszanto,HU,45.95,18.9392,42.73,73,23,4.83,few clouds
653,Fare,PF,-16.7,-151.0167,78.93,67,46,11.27,scattered clouds
654,Naze,JP,28.3667,129.4833,69.87,83,98,10.67,overcast clouds
655,Manyana,BW,-23.4,21.7167,76.41,54,71,16.22,light rain
656,Tagusao,PH,9.1924,117.8141,80.13,81,45,2.95,scattered clouds
657,Gairo,IT,39.8497,9.5047,46.17,89,100,2.46,moderate rain
658,Sladkovo,RU,55.5284,70.3385,19.85,86,100,13.65,overcast clouds
659,Amnat Charoen,TH,15.9167,104.75,74.88,77,11,7.47,few clouds
660,Gwadar,PK,25.1216,62.3254,76.46,38,5,8.25,clear sky
661,Cutervo,PE,-6.379,-78.8157,62.1,67,86,5.93,light rain
662,Kirakira,SB,-10.4544,161.9205,79.92,81,9,5.08,clear sky
663,Asyut,EG,27.181,31.1837,65.32,43,0,5.66,clear sky
664,Gravdal,NO,68.1214,13.5031,28.29,93,90,8.05,shower snow
665,Corinto,GR,37.9407,22.9573,61.68,73,0,3.27,clear sky
666,Palauig,PH,15.435,119.9045,80.65,78,52,2.73,broken clouds
667,Tupik,RU,54.4253,119.9327,6.89,91,100,3.11,overcast clouds
668,Baykit,RU,61.67,96.37,3.09,98,100,3.27,light snow
669,Kyabe,TD,9.4515,18.9449,85.91,19,47,5.3,scattered clouds
670,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.66,62,46,10.25,scattered clouds
671,Pangody,RU,65.85,74.4859,14.32,94,100,14.07,overcast clouds
672,Sur,OM,22.5667,59.5289,75.96,50,38,10.56,scattered clouds
673,Banda Aceh,ID,5.5577,95.3222,78.44,83,79,8.59,broken clouds
674,Neryungri,RU,56.6709,124.6491,-22.0,99,83,1.92,broken clouds
675,Darab,IR,28.7519,54.5444,64.49,46,25,2.04,scattered clouds
